id;series;booktitle;year;title;abstract;authors;pdf1page;pdfarticle;MS;place;Latitude;Longitude
1220;Revue des Nouvelles Technologies de l'Information;EGC;2017;Faciliter les contributions personnelles pour préserver la mémoire des événements historiques;Un aspect essentiel dans la préservation du patrimoine culturel résidedans la collecte et l'assemblage des témoignages provenant de citoyens ordi-naires. Dans cet article, nous présentons une architecture logicielle facilitant lasaisie et le partage de témoignages concernant la période de la construction eu-ropéenne au Luxembourg. En rédigeant son témoignage, l'utilisateur obtient lesrésultats d'une extraction de connaissances sur le contenu saisi, indiquant no-tamment des entités et informations liées.;Pierrick Bruneau, Olivier Parisot, Thomas Tamisier;http://editions-rnti.fr/render_pdf.php?p1&p=1002290;http://editions-rnti.fr/render_pdf.php?p=1002290;13;Grenoble;45.188561;5.724556
1221;Revue des Nouvelles Technologies de l'Information;EGC;2017;Génération de RDF à partir de sources de données aux formats hétérogènes;Contrairement à ce que promeut le Web des données, les données exposéespar la plupart des organisations sont dans des formats non-RDF tels queCSV, JSON, ou XML. De plus sur le Web des objets, les objets contraints préférerontdes formats binaires tels que EXI ou CBOR aux formats RDF textuels.Dans ce contexte, RDF peut toutefois servir de lingua franca pour l'interopérabilitésémantique, l'intégration de données aux formats hétérogènes, le raisonnement,et le requêtage. Dans ce but, plusieurs outils et formalismes permettentde transformer des documents non-RDF vers RDF, les plus flexibles étant baséssur des langages de transformation ou de correspondance (GRDDL, XSPARQL,R2RML, RML, CSVW, etc.). Cet article définit un nouveau langage, SPARQLGenerate,qui permet de générer du RDF à partir: (i) d'une base de données RDF,et (ii) d'un nombre quelconque de documents aux formats arbitraires. L'originalitéde SPARQL-Generate est qu'il étend SPARQL 1.1, et peut donc (i) êtreappris facilement par les ingénieurs de la connaissance familiers de SPARQL,(ii) être implémenté au dessus de n'importe quel moteur SPARQL existant, (iii)tirer parti des mécanismes d'extension de SPARQL pour prendre en compte defuturs formats.;Maxime Lefrançois, Antoine Zimmermann, Noorani Bakerally;http://editions-rnti.fr/render_pdf.php?p1&p=1002272;http://editions-rnti.fr/render_pdf.php?p=1002272;8;Grenoble;45.188562;5.724557
1222;Revue des Nouvelles Technologies de l'Information;EGC;2017;Gestion de Connaissances en Temps Réel depuis des Flux Massifs de Données et Apprentissage Automatique;L'analyse en temps-réel de données massives envoyées par des cap-teurs a connu ces dernières années un essor important. Du fait de l'hétérogénéitéde ces données, l'application de modèles de machine learning spécialement ca-librés pour des cas d'usages précis a permis d'extraire et d'inférer des infor-mations de très grandes valeurs. Néanmoins, peu de systèmes proposent uneimplémentation distribuée sur un vrai cluster industriel permettant de tirer profitde capacités de calcul décuplées. Nous présentons ici une démonstration de dé-tection d'anomalie sur réseau souterrain d'eau potable en île-de-France réaliséavec notre plateforme, dénotée WAVES.;Badre Belabbess, Jérémy Lhez, Olivier Curé;http://editions-rnti.fr/render_pdf.php?p1&p=1002329;http://editions-rnti.fr/render_pdf.php?p=1002329;11;Grenoble;45.188563;5.724558
1223;Revue des Nouvelles Technologies de l'Information;EGC;2017;Interopérabilité sémantique libérale pour les services et les objets;Le Web des données promeut l'utilisation de RDF comme modèlepour les données structurées sur le Web. Cependant, la majorité des servicesWeb consomment et exposent principalement du CSV, JSON, ou XML, des formatnon-RDF. Il est peu probable que tous ces services se convertissent un jouraux formats RDF existants. Ceci est d'autant plus vrai dans le contexte du Webdes objets, puisque les formats RDF sont pour la plupart textuels alors que lesobjets contraints préféreront des formats binaires tels que EXI ou CBOR. Danscet article, nous proposons une approche pour permettre l'interopérabilité sémantiquede ces services et objets, tout en leur laissant la liberté d'utiliser leursformats préférés. Notre approche s'ancre sur les principes de l'architecture duWeb et ceux du Web des données liées, et repose sur la définition de PrésentationRDF. En supposant qu'une Présentation RDF soit identifiée par une IRI etdéréférençable sur le Web, nous montrons comment, avec différents protocolesdu Web, un client/serveur peut faire comprendre à l'autre partie comment lecontenu d'une message peut être interprété en RDF, ou généré à partir de RDF.Nous nommons ceci la négociation de Présentation RDF. En utilisant ces principes,nous montrons comment les services et objets existants pourraient êtrerendus interopérables à moindre coût sur le Web Sémantique.;Maxime Lefrançois;http://editions-rnti.fr/render_pdf.php?p1&p=1002271;http://editions-rnti.fr/render_pdf.php?p=1002271;Systèmes distribués;Grenoble;45.188564;5.724559
1224;Revue des Nouvelles Technologies de l'Information;EGC;2017;K-Spectral Centroïd pour des données massives;"Nous nous intéressons à la classification non supervisée de séries chro-nologiques. Pour ce faire, nous utilisons l'algorithme K-Spectral Centroïd (K-SC), une variante des K-Means. K-Spectral Centroïd utilise une mesure de dis-similarité entre séries chronologiques, invariante par translation et par change-ment d'échelle. Cet algorithme est coûteux en temps de calcul : lors de la phased'affectation, il nécessite de tester toutes les translations possibles pour identifierla meilleure ; lors de la phase de représentation, le calcul du nouveau barycentrenécessite l'extraction de la plus petite valeur propre d'une matrice. Nous propo-sons dans ce travail trois optimisations de K-SC. L'identification de la meilleuretranslation peut être réalisée efficacement en utilisant la transformée de Fou-rier discrète. Chaque matrice peut être calculée incrémentalement. Le calcul dunouveau barycentre peut s'effectuer à moindre coût grâce à la méthode de lapuissance itérée. Ces trois optimisations fournissent exactement la même classi-fication que K-SC.";Brieuc Conan-Guez, Alain Gély, Lydia Boudjeloud-Assala, Alexandre Blansché;http://editions-rnti.fr/render_pdf.php?p1&p=1002275;http://editions-rnti.fr/render_pdf.php?p=1002275;2;Grenoble;45.188565;5.724560
1225;Revue des Nouvelles Technologies de l'Information;EGC;2017;Machine Learning Based Classification of Android Apps through Text Features;;Mohamed Guendouz, Abdelmalek Amine, Reda Mohamed Hamou;http://editions-rnti.fr/render_pdf.php?p1&p=1002312;http://editions-rnti.fr/render_pdf.php?p=1002312;13;Grenoble;45.188566;5.724561
1226;Revue des Nouvelles Technologies de l'Information;EGC;2017;Machine Learning for the Semantic Web: filling the gaps in Ontology Mining;In the Semantic Web view, ontologies play a key role. They act as shared vocabulariesto be used for semantically annotating Web resources and they allow to perform deductivereasoning for making explicit knowledge that is implicitly contained within them. However,noisy/inconsistent ontological knowledge bases may occur, being the Web a shared and dis-tributed environment, thus making deductive reasoning no more straightforwardly applicable.Machine learning techniques, and specifically inductive learning methods, could be fruitfullyexploited in this case. Additionally, machine learning methods, jointly with standard reason-ing procedure, could be usefully employed for discovering new knowledge from an ontologicalknowledge base, that is not logically derivable. The focus of the talk will be on various ontol-ogy mining problems and on how machine learning methods could be exploited for coping withthem. For ontology mining are meant all those activities that allow to discover hidden knowl-edge from ontological knowledge bases, by possibly using only a sample of data. Specifically,by exploiting the volume of the information within an ontology, machine learning methodscould be of great help for (semi-)automatically enriching and refining existing ontologies, fordetecting concept drift and novelties within ontologies and for discovering hidden knowledgepatterns (also possibly exploiting other sources of information). If on one hand this means toabandon sound and complete reasoning procedures for the advantage of uncertain conclusions,on the other hand this could allow to reason on large scale and to to dial with the intrinsic uncer-tainty characterizing the Web, that, for its nature, could have incomplete and/or contradictoryinformation.;Claudia d’Amato;http://editions-rnti.fr/render_pdf.php?p1&p=1002262;http://editions-rnti.fr/render_pdf.php?p=1002262;0;Grenoble;45.188567;5.724562
1227;Revue des Nouvelles Technologies de l'Information;EGC;2017;Mesure de la confiance dans les systèmes d'information : application aux données de navires;"Ces dernières années, la prolifération rapide des capteurs et des objetscommunicants de tous types a significativement enrichi le contenu des systèmesd'information. Cependant, cela suscite de nouvelles questions quant à la confianceque l'on peut accorder aux informations et aux sources d'informations. Eneffet, ces sources peuvent être leurrées ou sous l'emprise d'un tiers qui falsifieou altère les informations. Cet article propose donc d'aborder la sécurité dessystèmes d'informations sous l'angle de la confiance dans les sources d'informations.En premier lieu, la définition puis l'évaluation de la confiance dans un réseau hétérogènesont introduits. Une modélisation des sources est ensuite proposée. Laconfiance dans ces sources d'informations est abordée au travers de deux caractéristiques: la compétence et la sincérité. L'extraction de la confiance est réaliséevia un ensemble de mesures de ces deux caractéristiques. Une expérience baséesur plusieurs sources simulées à partir d'un jeu de données réelles montrent lapertinence de l'approche; approche qui peut être transposée à d'autres systèmesd'information. Cette étude est appliquée à l'analyse des données de navigationet de positionnement d'un navire.";Benjamin Costé, Cyril Ray, Gouenou Coatrieux;http://editions-rnti.fr/render_pdf.php?p1&p=1002274;http://editions-rnti.fr/render_pdf.php?p=1002274;1;Grenoble;45.188568;5.724563
1228;Revue des Nouvelles Technologies de l'Information;EGC;2017;Mesure de Similarité entre Treillis Basée sur des Correspondances Explicites;Ce document se situe dans le cadre de l'analyse de concepts formels(ACF), une méthode de hiérarchisation algébrique des données basée sur la no-tion d'intension / extension, partageant maximalement attributs et objets. Nousprésentons ici une mesure de similarité basée sur des correspondances entre deuxtreillis de Galois, définie par un modèle expressif utilisant des correspondancesentre objets et entre attributs des deux treillis. Un point clé de notre approcheest que ces correspondances peuvent ne pas être des fonctions, associant un ob-jet (resp. attribut) d'un treillis avec plusieurs objets (resp. attributs) de l'autretreillis.;Florent Domenach;http://editions-rnti.fr/render_pdf.php?p1&p=1002299;http://editions-rnti.fr/render_pdf.php?p=1002299;2;Grenoble;45.188569;5.724564
1229;Revue des Nouvelles Technologies de l'Information;EGC;2017;Nouveau modèle pour un passage à l'échelle de la 0-subsomption;Le test de -subsomption, opération fondamentale en ProgrammationLogique Inductive (PLI) pour tester la validité d'une hypothèse sur les exemples,est particulièrement coûteux. Ainsi, les systèmes d'apprentissage de PLI les plusrécents ne passent pas à l'échelle. Nous proposons donc un nouveau modèle de-subsomption fondé sur un réseau d'acteurs, dans le but de pouvoir décider lasubsomption sur de très grandes clauses.;Hippolyte Léger, Dominique Bouthinon, Mustapha Lebbah, Hanane Azzag;http://editions-rnti.fr/render_pdf.php?p1&p=1002295;http://editions-rnti.fr/render_pdf.php?p=1002295;Systèmes distribués;Grenoble;45.188570;5.724565
1230;Revue des Nouvelles Technologies de l'Information;EGC;2017;Optimisation des performances dans les entrepôts de données NoSQL en colonnes;Le modèle NoSQL orienté colonnes propose un schéma de donnéesflexible et hautement dénormalisé. Dans cet article, nous proposonsune méthode d'implantation d'un entrepôt de données dans un systèmeNoSQL en colonnes. Notre méthode est basée sur une stratégie de regroupementdes attributs issus des tables de faits et de dimensions, sous formede familles de colonnes. Nous utilisons deux algorithmes OEP et k-means.Pour évaluer notre méthode, nous avons effectué plusieurs tests sur lebenchmark TPC-DS au sein du SGBD NoSQL orienté colonnes Hbase,avec une architecture de type MapReduce sur une plateforme Hadoop.;Mohamed Boussahoua, Omar Boussaid;http://editions-rnti.fr/render_pdf.php?p1&p=1002270;http://editions-rnti.fr/render_pdf.php?p=1002270;1;Grenoble;45.188571;5.724566
1231;Revue des Nouvelles Technologies de l'Information;EGC;2017;Pharmacovigilance du Web Social par une approche fondée sur les bases de connaissances du Web Sémantique;;Damien Leprovost, Marie-Christine Jaulent;http://editions-rnti.fr/render_pdf.php?p1&p=1002320;http://editions-rnti.fr/render_pdf.php?p=1002320;11;Grenoble;45.188572;5.724567
1232;Revue des Nouvelles Technologies de l'Information;EGC;2017;PORGY : a Visual Analytics Platform for System Modelling and Analysis Based on Graph Rewriting;PORGY est un environnement interactif utilisé pour la modélisationde systèmes obtenus àpartir de règles de réécriture, pilotés à l'aide de stratégies et basées sur des graphes utilisantdes noeuds à ports. Cette démonstration présente quelques uns des aspects de visualisation ana-lytique proposés par PORGY. Cette dernière facilite la modélisation du système, sa simulationainsi que l'analyse des résultats à différentes échelles.;Bruno Pinaud, Oana Andrei, Maribel Fernández, Hélène Kirchner, Guy Melançon, Jason Vallet;http://editions-rnti.fr/render_pdf.php?p1&p=1002327;http://editions-rnti.fr/render_pdf.php?p=1002327;11;Grenoble;45.188573;5.724568
1233;Revue des Nouvelles Technologies de l'Information;EGC;2017;Prédiction de défauts dans les arbres du parc végétal Grenoblois et préconisations pour les futures plantations;Nous décrivons dans cet article notre réponse au défi EGC 2017. Uneanalyse exploratoire des données a tout d'abord permis de comprendre les distri-butions des différentes variables et de détecter de fortes corrélations. Nous avonsdéfini deux variables supplémentaires à partir des variables du jeu de données.Plusieurs algorithmes de classification supervisée ont été expérimentés pour ré-pondre à la tâche numéro 1 du défi. Les performances ont été évaluées par va-lidation croisée. Cela nous a permis de sélectionner les meilleurs classifieursuni-label et multi-label. Autant sur la tâche uni-label que multi-label, le meilleurclassifieur dépasse les références d'environ 2%. Nous avons également exploréla tâche numéro 2 du défi. D'une part, des règles d'association ont été recher-chées. D'autre part, le jeu de données a été enrichi avec des connaissances tellesque des données climatiques (pluviométrie, température, vent) ou des donnéestaxonomiques dans le domaine de la botanique (famille, ordre, super-ordre). Enoutre, des données géographiques et cartographiques sont exploitées dans unoutil de visualisation d'une partie des données sur les arbres.;Yelen Per, Kevin Dalleau, Malika Smail-Tabbone;http://editions-rnti.fr/render_pdf.php?p1&p=1002284;http://editions-rnti.fr/render_pdf.php?p=1002284;9;Grenoble;45.188574;5.724569
1234;Revue des Nouvelles Technologies de l'Information;EGC;2017;Prédiction du montant levé lors d'une campagne de financement participatif par la méthode des plus proches voisins;Le financement participatif est un mode de financement d'unprojet faisant appel à un grand nombre de personnes, contrairement auxmodes de financement traditionnels. Il a connu une forte croissance avecl'émergence d'Internet et des réseaux sociaux. Cependant plus de 60 %des projets ne sont pas financés, il est donc important de bien préparersa campagne de financement. De plus, en cours de campagne, il est cru-cial d'avoir une estimation rapide de son succès afin de pouvoir réagirrapidement (restructuration, communication) : des outils de prédictionsont alors indispensables. Nous proposons dans cet article une méthodede prédiction du montant final levé lors d'une campagne de financementparticipatif utilisant l'algorithme k-NN : en utilisant l'historique de cam-pagnes passées, nous déterminons celles qui sont les plus similaires à unecampagne en cours. Nous utilisons alors les montants finaux pour faireune estimation. Nous comparons plusieurs mesures de distance pour dé-terminer les plus proches voisins. Nos résultats indiquent que le dernierétat d'une campagne seul est suffisant pour obtenir une bonne prédiction.;Alexandre Blansché, Dylan Da Conceicao, Dylan Koby;http://editions-rnti.fr/render_pdf.php?p1&p=1002303;http://editions-rnti.fr/render_pdf.php?p=1002303;2;Grenoble;45.188575;5.724570
1235;Revue des Nouvelles Technologies de l'Information;EGC;2017;Prévision à court terme des flux de voyageurs du réseau ferré urbain : une approche par les réseaux bayésiens dynamiques;Nous proposons une approche de prévision à court terme des flux devoyageurs du réseau ferré d'Île-de-France basée sur les réseaux bayésiens dy-namiques. La structure du modèle repose sur les relations de causalité entre lesflux adjacents et permet d'intégrer l'offre de transport. En présence de donnéesmanquantes, l'apprentissage est réalisé via l'algorithme espérance-maximisation(EM) structurel. En appliquant notre approche sur une ligne de métro, les résul-tats obtenus sont globalement supérieurs à ceux des autres méthodes testées.;Jérémy Roos, Stéphane Bonnevay, Gérald Gavin;http://editions-rnti.fr/render_pdf.php?p1&p=1002291;http://editions-rnti.fr/render_pdf.php?p=1002291;Prévisions ;Grenoble;45.188576;5.724571
1236;Revue des Nouvelles Technologies de l'Information;EGC;2017;Prototype de clustering exploratoire pour l'aide à la segmentation des clients;Le clustering est une technique largement répandue pour la définitionde profils dans le cadre de l'aide à la gestion de la relation client (CRM). Cepen-dant, les outils classiques sont généralement limités, car ils ne prennent pas encompte la connaissance métier de l'analyste et ne permettent pas l'explorationinteractive des données. Nous décrivons ici un prototype qui permet à un expertmarketing d'explorer interactivement les données pour la recherche de profilsdes clients, mais aussi d'analyser les profils construits à l'aide de différentesvisualisations synthétiques et d'étudier leurs évolutions au cours du temps.;Adnan El Moussawi, Philippe De Guis, Arnaud Giacometti, Nicolas Labroche, Arnaud Soulet;http://editions-rnti.fr/render_pdf.php?p1&p=1002323;http://editions-rnti.fr/render_pdf.php?p=1002323;11;Grenoble;45.188577;5.724572
1237;Revue des Nouvelles Technologies de l'Information;EGC;2017;Recommandations et prédictions de préférences basées sur la combinaison de données sémantiques et de folksonomie;Dans les systèmes de recommandation, l'approche du filtrage sur lecontenu est revenue en force face à celle du filtrage collaboratif grâce à l'arrivéedu paradigme de l'apprentissage profond et des techniques de word embedding.Dans cette même veine, l'avènement des folksonomies et du web sémantique aapporté une meilleure compréhension des profils des utilisateurs et des caracté-ristiques des articles à recommander. Dans cet article, nous nous intéressons audomaine musical et nous introduisons un nouveau calcul de mesure de préfé-rence intégrée dans un système de recommandations basées sur le contenu. Entestant notre approche sur le jeu de données Last.fm, nous montrons que l'utili-sation de termes issus d'une folksonomie associés à des informations issues duweb sémantique permet d'améliorer le processus de recommandation musicale.;Pierre-René Lhérisson, Fabrice Muhlenbach, Pierre Maret;http://editions-rnti.fr/render_pdf.php?p1&p=1002294;http://editions-rnti.fr/render_pdf.php?p=1002294;Prévisions ;Grenoble;45.188578;5.724573
1238;Revue des Nouvelles Technologies de l'Information;EGC;2017;Reconnaissance de sections et d'entités dans les décisions de justice : application des modèles probabilistes HMM et CRF;Une décision de justice est un document textuel rapportant le dénoue-ment d'une affaire judiciaire. Les juristes s'en servent régulièrement commesource d'interprétation de la loi et de compréhension de l'opinion des juges.La masse disponible de décisions exige des solutions automatiques pour aiderles acteurs du droit. Nous proposons d'adresser certains des défis liés à la re-cherche et l'analyse du volume croissant de décisions de justice en France dansun projet plus global. La première phase de ce projet porte sur l'extraction d'in-formation des décisions dans l'objectif de construire une base de connaissancesjurisprudentielles structurant et organisant les décisions. Une telle base facilitel'analyse descriptive et prédictive de corpus de décisions. Cet article présenteune application des modèles probabilistes pour la segmentation des décisions etla reconnaissance d'entités dans leur contenu (lieu, date, participants, règles deloi, ...). Nos tests montrent l'avantage d'approches basées sur les champs aléa-toires conditionnels (CRF) par rapport à des modèles plus simples et rapidesbasés sur les modèles cachés de Markov (HMM). Nous présentons ici les as-pects techniques de la sélection et l'annotation du corpus d'apprentissage, et ladéfinition de descripteurs discriminants. La spécificité des textes est importanteet doit être prise en compte lors de l'application de méthodes d'extraction d'in-formation dans un domaine spécifique.;Gildas Tagny Ngompé, Sébastien Harispe, Guillaume Zambrano, Jacky Montmain, Stéphane Mussard;http://editions-rnti.fr/render_pdf.php?p1&p=1002281;http://editions-rnti.fr/render_pdf.php?p=1002281;8;Grenoble;45.188579;5.724574
1239;Revue des Nouvelles Technologies de l'Information;EGC;2017;Sélection ciblée des descripteurs visuels pour la recherche d'images: une approche basée sur les règles d'association;;Olfa Allani, Nedra Mellouli, Hajer Baazaoui , Herman Akdag;http://editions-rnti.fr/render_pdf.php?p1&p=1002317;http://editions-rnti.fr/render_pdf.php?p=1002317;11;Grenoble;45.188580;5.724575
1240;Revue des Nouvelles Technologies de l'Information;EGC;2017;Sélection et transformation de variables pour la classification Multi-Label par une approche MDL;La classification multi-label est une extension de la classification su-pervisée au cas de plusieurs labels. Elle a connu un regain d'intérêt récent dansla communauté du machine learning de par son utilité dans plusieurs domaines.Comme pour tout problème de machine learning, le besoin de prétraiter les don-nées multi-label est apparu comme une nécessité afin d'améliorer les perfor-mances des classifieurs. Dans cet article, nous introduisons une nouvelle mé-thode permettant de prétraiter des variables descriptives par discrétisation ougroupement de valeur, dans le cas de plusieurs labels à prédire. Le choix dumeilleur prétraitement est posé comme un problème de sélection de modèle, etest résolu au moyen d'une approche bayésienne. Une étude comparative est réa-lisée avec d'autres méthodes de l'état de l'art afin de positionner la nouvelleméthode et de montrer l'intérêt de la sélection de variables pour la classification.;Sènami C Fréjus Ahomagnon, Nicolas Voisine, Marc Boullé;http://editions-rnti.fr/render_pdf.php?p1&p=1002296;http://editions-rnti.fr/render_pdf.php?p=1002296;2;Grenoble;45.188581;5.724576
1241;Revue des Nouvelles Technologies de l'Information;EGC;2017;Subspace Clustering et Visualisation des Flux de Données;Dans ce papier nous proposons une nouvelle approche de subspaceclustering pour les flux de données, permettant à l'utilisateur de suivre visuel-lement le changement dans le comportement du flux. Cette approche détectel'impact des variables sur l'évolution du flux, Tout en visualisant les étapes dusubspace clustering en temps réel. En premier lieu nous appliquons un clusteringsur l'ensemble de variables afin d'identifer les sous-espaces. Ensuite un cluste-ring est appliqué sur les individus dans chaque sous-espace.;Ibrahim Louhi, Lydia Boudjeloud-Assala, Thomas Tamisier;http://editions-rnti.fr/render_pdf.php?p1&p=1002293;http://editions-rnti.fr/render_pdf.php?p=1002293;3;Grenoble;45.188582;5.724577
1242;Revue des Nouvelles Technologies de l'Information;EGC;2017;Suivi de l'évolution de Clusters de Liens dans des Réseaux Sociaux Dynamiques;De nombreuses méthodes ont été proposées pour extraire des clus-ters des réseaux sociaux. Si un travail important est aujourd'hui mené sur laconception de méthodes innovantes capables de rechercher des clusters de na-ture différente, la plupart des approches font l'hypothèse de réseaux statiques.L'une des récentes méthodes concerne notamment la recherche de liens concep-tuels. Il s'agit d'une nouvelle approche de clustering de liens, qui exploite à lafois la structure du réseau et les attributs des noeuds dans le but d'identifier desliens fréquents entre des groupes de noeuds au sein desquels les noeuds par-tagent des attributs communs. Dans ce travail, nous nous intéressons au suivides liens conceptuels dans des réseaux dynamiques, c'est-à-dire des réseaux quiconnaissent des changements structurels importants. Nous cherchons en parti-culier à comprendre comment les liens conceptuels se forment et évoluent aucours du développement du réseau. Pour ce faire, nous proposons un ensemblede mesures qui visent à capturer des comportements caractérisant l'évolutionde ces clusters. Notre approche est ainsi utilisée pour comprendre l'évolutiondes liens conceptuels extraits sur deux réseaux réels : un réseau de co-auteursd'articles scientifiques et un réseau de communications mobiles. Les résultatsobtenus permettent de mettre en lumière des tendances significatives dans l'évo-lution des clusters sur ces deux réseaux.;Erick Stattner, Martine Collard;http://editions-rnti.fr/render_pdf.php?p1&p=1002280;http://editions-rnti.fr/render_pdf.php?p=1002280;7;Grenoble;45.188583;5.724578
1243;Revue des Nouvelles Technologies de l'Information;EGC;2017;Support uniforme de types de données personnalisés dans RDF et SPARQL;"Les littéraux sont les noeuds terminaux du modèle de données RDF, etpermettent d'encoder des données telles que des nombres (""12.5""ˆˆxsd:decimal),des dates (""2017-01-26T23:57:15""ˆˆxsd:dateTime), ou tout autre type d'information(""vert pomme""ˆˆex:couleur). Les moteurs RDF/SPARQL savent tester l'égalité oucomparer les littéraux RDF dont le type de données leur est connu (ce qui estle cas de xsd:decimal et xsd:dateTime). Mais lorsqu'un type de données est inconnud'un moteur RDF/SPARQL (comme ex:couleur), il n'a à priori aucun moyen d'en« découvrir » la sémantique. Dans cet article, nous attaquons ce problème et étu-dions comment permettre: (i) aux éditeurs de données de publier la définition detypes de données personnalisés sur leWeb, et (ii) aux moteurs RDF/SPARQL dedécouvrir à la volée ces types de données personnalisés, et de les utiliser de ma-nière uniforme. Nous discutons de différentes solutions possibles qui tirent partiedes principes du Web des données, et détaillons une solution concrète basée surle déréférencement et le langage JavaScript, suffisemment générique pour êtreutilisée pour des types de données personnalisés arbitrairement complexes.";Maxime Lefrançois, Antoine Zimmermann;http://editions-rnti.fr/render_pdf.php?p1&p=1002292;http://editions-rnti.fr/render_pdf.php?p=1002292;1;Grenoble;45.188584;5.724579
1244;Revue des Nouvelles Technologies de l'Information;EGC;2017;Sur l'évaluation et l'élaboration d'un jeu de données de référence de bonne qualité en télédétection;En analyse d'images de télédétection, les données de référence, ve-nant étiqueter les objets des images, y jouent un rôle crucial mais sont parfois im-précises voire incertaines et en nombre limité. Dans cet article, nous présentonsune méthodologie pour l'amélioration de données de référence pour la télédé-tection en trois étapes : réalignement des données, évaluation via crowdsourcinget création d'un jeu de données de référence de bonne qualité.;Andrés Troya-Galvis, Pierre Gançarski, Isabelle Mougenot, Laure Berti-Equille;http://editions-rnti.fr/render_pdf.php?p1&p=1002304;http://editions-rnti.fr/render_pdf.php?p=1002304;13;Grenoble;45.188585;5.724580
1245;Revue des Nouvelles Technologies de l'Information;EGC;2017;Un critère d'évaluation pour les K-moyennes prédictives;L'algorithme des K-moyennes prédictives est un des algorithmes declustering prédictif visant à décrire et à prédire d'une manière simultanée. Contr-airement à la classification supervisée et au clustering traditionnel, la perfor-mance de ce type d'algorithme est étroitement liée à sa capacité à réaliser unbon compromis entre la description et la prédiction. Or, à notre connaissance,il n'existe pas dans la littérature un critère analytique permettant de mesurer cecompromis. Cet article a pour objectif de proposer une version modifiée de l'in-dice Davies-Bouldin, nommée SDB, permettant ainsi d'évaluer la qualité des ré-sultats issus de l'algorithme des K-moyennes prédictives. Cette modification sebase sur l'intégration d'une nouvelle mesure de dissimilarité permettant d'éta-blir une relation entre la proximité des observations en termes de distance etleur classe d'appartenance. Les résultats expérimentaux montrent que la versionmodifiée de l'indice DB parvient à mesurer la qualité des résultats issus de l'al-gorithme des K-moyennes prédictives.;Oumaima Alaoui Ismaili, Vincent Lemaire, Antoine Cornuéjols;http://editions-rnti.fr/render_pdf.php?p1&p=1002288;http://editions-rnti.fr/render_pdf.php?p=1002288;2;Grenoble;45.188586;5.724581
1246;Revue des Nouvelles Technologies de l'Information;EGC;2017;Un générateur de réseaux dynamiques attribués avec structure communautaire;Nous proposons une nouvelle approche pour générer des graphes dy-namiques avec attributs munis d'une structure communautaire reflétant les pro-priétés connues des graphes de terrain comme l'attachement préférentiel ou l'ho-mophilie. Le générateur développé permet de construire une suite de graphesformant ainsi un réseau dynamique. Il offre la possibilité de visualiser l'évolu-tion de ces graphes à travers une interface dédiée. Cette interface présente aussiplusieurs mesures évaluées sur chacun des graphes du réseau pour vérifier dansquelle mesure les propriétés du réseau sont préservées au cours de son évolution.;Oualid Benyahia, Christine Largeron, Baptiste Jeudy, Osmar R. Zaïane;http://editions-rnti.fr/render_pdf.php?p1&p=1002321;http://editions-rnti.fr/render_pdf.php?p=1002321;11;Grenoble;45.188587;5.724582
1247;Revue des Nouvelles Technologies de l'Information;EGC;2017;Un Modèle de Factorisation de Poisson pour la Recommandation de Points d'Intérêt;L'explosion des volumes de données circulant sur les réseauxsociaux géo-localisés (LBSN) rend possible l'extraction des préférencesdes utilisateurs. En particulier ces préférences peuvent être utilisées pourrecommander à l'utilisateur des points d'intérêt en adéquation avec sonprofil. Aujourd'hui la recommandation de points d'intérêt est devenueune composante essentielle des LBSN. Malheureusement les méthodesde recommandation traditionnelles échouent à s'adapter aux contraintespropres aux LBSN, telles que la ”sparsité” très élevée des données, ouprendre en compte l'influence géographique. Dans ce papier nous pré-sentons un modèle de recommandation basée sur la factorisation de Pois-son qui offre une solution efficace à ces contraintes. Nous avons testénotre modèle via des expérimentations sur un jeu de données réalisteissu du LBSN Foursquare. Ces expériences nous ont permis de démon-trer une meilleure qualité de recommandation que 3 modèles de l'état-de-l'art.;Jean-Benoît Griesner, Talel Abdesssalem, Hubert Naacke;http://editions-rnti.fr/render_pdf.php?p1&p=1002307;http://editions-rnti.fr/render_pdf.php?p=1002307;Prévisions ;Grenoble;45.188588;5.724583
1248;Revue des Nouvelles Technologies de l'Information;EGC;2017;Une Approche d'Extraction de Motifs Graduels (Fermés) Fréquents Sous Contrainte de la Temporalité;La fouille de motifs graduels a pour but la découverte de co-variationsfréquentes entre attributs numériques dans une base de données. Plusieurs algo-rithmes d'extraction automatique de tels motifs ont été proposés. La principaledifférence entre ces algorithmes réside dans la sémantique de variation considé-rée. Dans certains domaines d'application, on trouve des bases de données dontles objets sont munis d'une relation d'ordre temporel. Ainsi, du fait de leur sé-mantique de variation, les algorithmes de la littérature sont inadaptés pour detelles données. Dans ce contexte, nous proposons une approche de fouille demotifs graduels sous contrainte d'ordre temporel, qui réduit le nombre de motifsgénérés. Une étude expérimentale sur des bases de données paléoécologiquespermet d'apprendre les groupements d'indicateurs qui modélisent l'évolution dela biodiversité. Les connaissances apportées par ces groupements montre l'inté-rêt de notre approche pour le domaine environnemental.;Jerry Lonlac, Yannick Miras, Aude Beauger, Marie Pailloux, Jean-Luc Peiry , Engelbert Mephu Nguifo;http://editions-rnti.fr/render_pdf.php?p1&p=1002282;http://editions-rnti.fr/render_pdf.php?p=1002282;8;Grenoble;45.188589;5.724584
