Id_article;series;booktitle;year;title;abstract;authors;pdf1page;pdfarticle;MS;place;Latitude;Longitude
1294;Revue des Nouvelles Technologies de l'Information;EGC;2018;Fouille de motifs temporels négatifs;Dans cet article nous étudions le problème de l'extraction de motifsfréquents contenant des événements positifs, des événements négatifs spécifiantl'absence d'événement ainsi que des informations temporelles sur le délai entreces événements. Nous définissons la sémantique de tels motifs et proposons laméthode NTGSP basée sur des approches de l'état de l'art. Les performancesde la méthode sont évaluées sur des données commerciales fournies par EDF(Électricité de France).;Katerina Tsesmeli, Manel Boumghar, Thomas Guyet, Rene Quiniou, Laurent Pierre;http://editions-rnti.fr/render_pdf.php?p1&p=1002386;http://editions-rnti.fr/render_pdf.php?p=1002386;3;Paris;48.8568;2.3522
1295;Revue des Nouvelles Technologies de l'Information;EGC;2018;Interrogation de données structurellement hétérogènes dans les bases de données orientées documents;Les systèmes orientés documents permettent de stocker tout docu-ment, quel que soit leur schéma. Cette flexibilité génère une potentielle hété-rogénéité des documents qui complexifie leur interrogation car une même entitépeut être décrite selon des schémas différents. Cet article présente une approched’interrogation transparente des systèmes orientés documents. Pour cela, nousproposons de générer un dictionnaire de façon automatique lors de l’insertiondes documents, et qui associe à chaque attribut tous les chemins permettant d’yaccéder. Ce dictionnaire permet de réécrire la requête utilisateur à partir de dis-jonctions de chemins afin de retrouver tous les documents quelles que soientleurs structures. Nos expérimentations montrent des coûts d’exécution de la re-quête réécrite largement acceptables comparés au coût d’une requête sur sché-mas homogènes.;Hamdi Ben Hamadou,  Faiza Ghozzi, André Péninou, Olivier Teste;http://editions-rnti.fr/render_pdf.php?p1&p=1002430;http://editions-rnti.fr/render_pdf.php?p=1002430;8;Paris;48.8569;2.3523
1296;Revue des Nouvelles Technologies de l'Information;EGC;2018;KTI-MOOC: un système de recommandation pour la personnalisation du processus d'échange d'informations dans les MOOCs;Afin d'aider les apprenants à tirer profit du MOOC (Massive OpenOnline Course) qu'ils suivent, nous proposons un outil pour recommander àchacun d'entre eux une liste ordonnée des “Apprenants leaders” capables dele soutenir durant son processus d'apprentissage. La phase de recommandationest basée sur une approche d'aide à la décision multicritère pour la prédictionpériodique des “Apprenants leaders”. Etant donnée l'hétérogénéité des profilsdes apprenants, nous recommandons à chacun d'entre eux les leaders appropriésà son profil en utilisant la distance euclidienne et le filtrage démographique.;Sarra Bouzayane, Inès Saad;http://editions-rnti.fr/render_pdf.php?p1&p=1002428;http://editions-rnti.fr/render_pdf.php?p=1002428;11;Paris;48.8570;2.3524
1297;Revue des Nouvelles Technologies de l'Information;EGC;2018;L'exploitation de données contextuelles pour la recommandation d'hôtels;Les systèmes de recommandation ont pour rôle d'aider les utilisateurssubmergés par la quantité d'information à faire de bons choix à partir de vastescatalogues de produits. Le déploiement de ces systèmes dans l'industrie hôtelièreest confronté à des contraintes spécifiques, limitant la performance des approchestraditionnelles. Les systèmes de recommandation d'hôtels souffrent enparticulier d'un problème de démarrage à froid continu à cause de la volatilitédes préférences des voyageurs et du changement de comportements en fonctiondu contexte. Dans cet article, nous présentons le problème de recommandationd'hôtels ainsi que ses caractéristiques distinctives. Nous proposons de nouvellesméthodes contextuelles qui prennent en compte les dimensions géographique ettemporelle ainsi que la raison du voyage, afin de générer les listes de recommandation.Nos expérimentations sur des jeux de données réels soulignent lacontribution des données contextuelles à l'amélioration de la qualité de recommandation.;Marie Al Ghossein, Talel Abdessalem, Anthony Barré;http://editions-rnti.fr/render_pdf.php?p1&p=1002390;http://editions-rnti.fr/render_pdf.php?p=1002390;3;Paris;48.8571;2.3525
1298;Revue des Nouvelles Technologies de l'Information;EGC;2018;L'ontologie OntoBiotope pour l'étude de la biodiversité microbienne;L'intégration des données hétérogènes en Sciences de la Vie est unsujet de recherche majeur. L'importance et le volume considérable des informationssur les milieux de vie des microorganismes dans tous les domaines telsque la santé, l'agriculture ou l'environnement justifie le développement de traitementsautomatisés. Nous proposons ici l'ontologie OntoBiotope dont nous décrivonsles principes de construction ainsi que des exemples d'utilisation pourl'annotation et l'indexation sémantique des habitats microbiens décrits en languenaturelle dans les documents scientifiques.;Claire Nédellec, Estelle Chaix, Robert Bossy, Louise Deléger, Sandra Dérozier, Jean-Baptiste Bohuon, Valentin Loux;http://editions-rnti.fr/render_pdf.php?p1&p=1002401;http://editions-rnti.fr/render_pdf.php?p=1002401;1;Paris;48.8572;2.3526
1299;Revue des Nouvelles Technologies de l'Information;EGC;2018;Long-range influences in (social) networks;;Ernesto Estrada;http://editions-rnti.fr/render_pdf.php?p1&p=1002361;http://editions-rnti.fr/render_pdf.php?p=1002361;13;Paris;48.8573;2.3527
1300;Revue des Nouvelles Technologies de l'Information;EGC;2018;Mainmise sur les médias et suivi de communautés dans les graphes dynamiques;Ce court article présente le design et l'utilisation d'un tableau de bordvisuel permettant d'explorer, questionner et comprendre l'évolution des communautésd'un graphe dynamique. L'exemple ayant motivé la conception et laréalisation de ce tableau de bord est celui d'un réseau d'affiliation des personnalitésprésentes dans les médias français. Le suivi de communautés s'avère utilepour cerner le biais potentiel induit de la co-présence répétée des mêmes personnalitésdans les émissions de radio et de télévision au cours du temps.;Haolin Ren, Marie-Luce Viaud, Guy Melançon;http://editions-rnti.fr/render_pdf.php?p1&p=1002423;http://editions-rnti.fr/render_pdf.php?p=1002423;11;Paris;48.8574;2.3528
1301;Revue des Nouvelles Technologies de l'Information;EGC;2018;Mean-shift : Clustering scalable et distribué;"Nous présentons dans ce papier un nouvel algorithme Mean-Shift utilisantles K-plus proches voisins pour la montée du gradient (NNMS : NearestNeighbours Mean Shift). Le coût computationnel intensif de ce dernier a longtempslimité son utilisation sur des jeux de données complexes où un partitionnementen clusters non ellipsoïdaux serait bénéfique. Or, une implémentationscalable de l'algorithme ne compense pas l'augmentation du temps d'exécutionen fonction de la taille du jeu de données en raison de sa complexité quadratique.Afin de pallier, ce problème nous avons introduit le ""Locality SensitiveHashing"" (LSH) qui est une approximation de la recherche des K-plus prochesvoisins ainsi qu'une règle empirique pour le choix du K. La combinaison de cesaméliorations au sein du NNMS offre l'opportunité d'un traitement pertinentaux problématiques du clustering appliquée aux données massives.";Gaël Beck, Hanane Azzag, Mustapha Lebbah, Tarn Duong;http://editions-rnti.fr/render_pdf.php?p1&p=1002420;http://editions-rnti.fr/render_pdf.php?p=1002420;8;Paris;48.8575;2.3529
1302;Revue des Nouvelles Technologies de l'Information;EGC;2018;Méta-analyse ordinale d'enquêtes d'opinion Application aux usages de l'Internet des objets en entreprise;La multiplicité des enquêtes d'opinion sur un même sujet nécessite la construction de synthèses qui agrègent les résultats obtenus dans des conditions indépendantes. Dans cet article, nous proposons une nouvelle approche ordinale de méta-analyse qui consiste à rechercher un ordre consensus qui rend compte « au mieux » des ordres partiels entre les modalités issus des résultats des différentes enquêtes. Nous modélisons ce problème par une variante d'une recherche d'un ordre médian sur les sommets d'un graphe orienté pondéré et nous développons un algorithme de séparation-évaluation pour le résoudre. Notre approche est appliquée sur un ensemble d'enquêtes internationales portant sur les motivations et les freins à l'intégration de l'Internet des Objets dans les entreprises.;Rostand Affogbolo, Claire Gauzente, Alain Guénoche, Pascale Kuntz;http://editions-rnti.fr/render_pdf.php?p1&p=1002365;http://editions-rnti.fr/render_pdf.php?p=1002365;8;Paris;48.8576;2.3530
1303;Revue des Nouvelles Technologies de l'Information;EGC;2018;Méthode basée sur les ensembles approximatifs pour l'apprentissage incrémental en présence des données déséquilibrées;Ce papier propose une méthode basée sur la théorie des ensembles approximatifset dédiée à l'apprentissage supervisé incrémental dans un contextede données déséquilibrées. Cette méthode consiste en trois phases : la constructiond'une table de décision, l'inférence d'un ensemble de règles de décisionet la classification de chaque action potentielle dans l'une des classes de décisionprédéfinies. La méthode MAI2P est validée dans le contexte des MOOCs(Massive Open Online Courses).;Sarra Bouzayane, Inès Saad;http://editions-rnti.fr/render_pdf.php?p1&p=1002393;http://editions-rnti.fr/render_pdf.php?p=1002393;2;Paris;48.8577;2.3531
1304;Revue des Nouvelles Technologies de l'Information;EGC;2018;Méthode d'Apprentissage pour Extraire les Localisations dans les MicroBlogs;;Thi-Bich-Ngoc Hoang, Josiane Mothe;http://editions-rnti.fr/render_pdf.php?p1&p=1002411;http://editions-rnti.fr/render_pdf.php?p=1002411;11;Paris;48.8578;2.3532
1305;Revue des Nouvelles Technologies de l'Information;EGC;2018;Modélisation des métadonnées d'un data lake en data vault;Avec l'avènement des mégadonnées, l'informatique décisionnelle adû trouver des solutions pour gérer des données de très grands volume et variété.Les lacs de données (data lakes) répondent à ces besoins du point du vuedu stockage, mais nécessitent la gestion de métadonnées adéquates pour garantirun accès efficace aux données. Sur la base d'un modèle multidimensionnelde métadonnées conçu pour un lac de données présentant un défaut d'évolutivitéde schéma, nous proposons l'utilisation d'un data vault pour traiter ceproblème. Pour montrer la faisabilité de cette approche, nous instancions notremodèle conceptuel de métadonnées en modèles logiques et physiques relationnelet orienté document. Nous comparons également les modèles physiques entermes de stockage et de temps de réponse aux requêtes sur les métadonnées.;Iuri D. Nogueira, Maram Romdhane, Jérôme Darmont;http://editions-rnti.fr/render_pdf.php?p1&p=1002385;http://editions-rnti.fr/render_pdf.php?p=1002385;8;Paris;48.8579;2.3533
1306;Revue des Nouvelles Technologies de l'Information;EGC;2018;NFB: protocole de Notarisation des Documents dans la Blockchain;;Haikel Megrahi, Nouha Omrane, Rakia Jaziri;http://editions-rnti.fr/render_pdf.php?p1&p=1002415;http://editions-rnti.fr/render_pdf.php?p=1002415;11;Paris;48.8580;2.3534
1307;Revue des Nouvelles Technologies de l'Information;EGC;2018;Nouveau Modèle de Sélection de Caractéristiques basé sur la Théorie des Ensembles Approximatifs pour les Données Massives;;Zaineb Chelly Dagdia, Christine Zarges, Gaël Beck, Mustapha Lebbah;http://editions-rnti.fr/render_pdf.php?p1&p=1002409;http://editions-rnti.fr/render_pdf.php?p=1002409;11;Paris;48.8581;2.3535
1308;Revue des Nouvelles Technologies de l'Information;EGC;2018;PALM: Un algorithme parallèle pour extraire des clusters de liens dans les réseaux sociaux;Dans cet article, nous nous intéressons à l'optimisation du processusde recherche de clusters de liens. Nous proposons en particulier l'algorithmePALM (Stattner et al., 2017), qui vise à améliorer l'efficacité du processus d'extractionpar l'exploration conjointe de plusieurs zones de l'espace de recherche.Ainsi, nous commençons par démontrer que l'espace des solutions forme untreillis de concepts. Nous proposons ensuite une approche qui explore en parallèleles branches de ce treillis tout en réduisant l'espace de recherche en s'appuyantsur différentes propriétés. Les bonnes performances de notre algorithmesont démontrées en le comparant avec l'algorithme d'extraction d'origine.;Erick Stattner, Reynald Eugenie, Martine Collard;http://editions-rnti.fr/render_pdf.php?p1&p=1002419;http://editions-rnti.fr/render_pdf.php?p=1002419;7;Paris;48.8582;2.3536
1309;Revue des Nouvelles Technologies de l'Information;EGC;2018;Peerus Review: Un outil de recherche d'experts scientifiques;Nous proposons un outil de recherche d'experts appliqué au mondeacadémique sur les données générées par l'entreprise DSRT dans le cadre de sonapplication Peerus 1. Un utilisateur soumet le titre, le résumé et optionnellementles auteurs et le journal de publication d'un article scientifique et se voit proposerune liste d'experts, potentiels reviewers de l'article soumis. L'algorithme derecherche est un système de votes reposant sur un modèle du langage entrainé àpartir d'un ensemble de plusieurs millions d'articles scientifiques. L'outil est accessibleà chacun sous la forme d'une application web intitulée Peerus Review 2.;Robin Brochier, Adrien Guille, Julien Velcin, Benjamin Rothan, François Di Cioccio;http://editions-rnti.fr/render_pdf.php?p1&p=1002426;http://editions-rnti.fr/render_pdf.php?p=1002426;11;Paris;48.8583;2.3537
1310;Revue des Nouvelles Technologies de l'Information;EGC;2018;PerForecast : un outil de prévision de l'évolution de séries temporelles pour le planning capacitaire;Nous présentons PerForecast, un outil qui vise à automatiser le processusde planning capacitaire en utilisant des données temporelles univariéeset des modèles prédictifs configurés automatiquement. L'objectif est d'anticiperles problèmes de dimensionnement dans les infrastructures d'Orange quiassurent la délivrance d'un service aux clients. Il s'agira par exemple de prévoirau plus « tôt » la surcharge d'un serveur, afin de commander en avance de nouvellesmachines (avant la détérioration du service considéré). Les démarches dedimensionnent et d'achat étant longues et coûteuses, plus elles sont effectuéestôt, meilleure sera la qualité de service.;Colin Leverger, Régis Marguerie, Vincent Lemaire, Thomas Guyet, Simon Malinowski;http://editions-rnti.fr/render_pdf.php?p1&p=1002424;http://editions-rnti.fr/render_pdf.php?p=1002424;11;Paris;48.8584;2.3538
1311;Revue des Nouvelles Technologies de l'Information;EGC;2018;Prédiction du Rayonnement Solaire par Apprentissage Automatique;Cet article décrit une approche flexible pour la prédiction à courtterme de variables météorologiques. En particulier, nous nous intéressons à laprédiction du rayonnement solaire à une heure. Cette tâche est d'une grandeimportance pratique dans l'optique d'optimiser les resources énergétiques solaires.Comme le défi EGC 2018 nous fournit des données météorologiques enregistréessur cinq sites géographiques de l'île de la Réunion, nous utilisons cesdonnées historiques comme base pour créer des modèles de prédiction, et noustestons la performance de ces modèles selon le site considéré. Après avoir décritnotre méthode de nettoyage de données et de normalisation, nous combinonsune méthode de sélection de variables basée sur les modèles ARIMA (AutoRegressiveIntegrated Moving Average) à l'utilisation de méthodes de régressiongénériques, telles que les arbres de régression et les réseaux de neurones.;Pierrick Bruneau, Philippe Pinheiro, Yoann Didry;http://editions-rnti.fr/render_pdf.php?p1&p=1002422;http://editions-rnti.fr/render_pdf.php?p=1002422;9;Paris;48.8585;2.3539
1312;Revue des Nouvelles Technologies de l'Information;EGC;2018;Prétraitement de données spatialement imprécises pour une classification supervisée basée sur les images satellitaires;Dans un problème de classification supervisée, les données d'apprentissageproviennent souvent d'inventaires acquis sur le terrain par des expertsdu domaine. Toutefois, la localisation de ces inventaires est approximative (enraison de la précision intrinsèque des GPS portables utilisés). Cette imprécisionspatiale est particulièrement problématique lorsque ces données sont utiliséespour entrainer un classifieur sur des images satellitaires très haute résolution(THR). En effet, la précision spatiale des inventaires peut être dans certains casbien inférieure à celles de ces images. Dans ce papier, nous proposons trois approchesvisant à améliorer la précision spatiale des données terrain via des prétraitements.Le principe est d'exploiter les images satellitaires THR disponiblespour corriger spatialement les données terrain. Nos expérimentations mettenten avant l'intérêt de ces pré-traitements sur un jeu de données constitué de 24inventaires d'habitats coralliens et une image satellitaire THR (WorldView-2).;Jannaï Tokotoko, Frédéric Flouvat, Claire Goiran, Laetitia Hédouin, Antoine Collin, Nazha Selmaoui-Folcher;http://editions-rnti.fr/render_pdf.php?p1&p=1002377;http://editions-rnti.fr/render_pdf.php?p=1002377;5;Paris;48.8586;2.3540
1313;Revue des Nouvelles Technologies de l'Information;EGC;2018;Prise en compte de la structure des documents pour une indexation performante;;Pascal Cuxac, Nicolas Kieffer;http://editions-rnti.fr/render_pdf.php?p1&p=1002403;http://editions-rnti.fr/render_pdf.php?p=1002403;11;Paris;48.8587;2.3541
1314;Revue des Nouvelles Technologies de l'Information;EGC;2018;Propositions pour améliorer une méthode de prédiction du succès d'une campagne de financement participatif;Le financement participatif est un mode de financement d'un projet faisant appel à un grand nombre de personnes qui a connu une forte croissance avec l'émergence d'Internet et des réseaux sociaux. Cependant plus de 60 % des projets ne sont pas financés, il est donc important de bien préparer sa campagne de financement. De plus, en cours de campagne, il est crucial d'avoir une estimation rapide de son succès afin de pouvoir réagir rapidement (restructuration, communication) : des outils de prédiction sont alors indispensables. Nous proposons dans cet article plusieurs pistes d'amélioration pour la prédiction du montant levé lors d'une campagne de financement participatif en utilisant l'algorithme k-NN. La première proposition consiste à utiliser un algorithme de clustering afin de segmenter l'ensemble d'apprentissage et faciliter le passage à l'échelle. La seconde proposition consiste à extraire des caractéristiques pertinentes depuis les séries temporelles et les informations sur les campagnes pour avoir une représentation vectorielle.;Alexandre Blansché, Xavier Mazur;http://editions-rnti.fr/render_pdf.php?p1&p=1002374;http://editions-rnti.fr/render_pdf.php?p=1002374;2;Paris;48.8588;2.3542
1315;Revue des Nouvelles Technologies de l'Information;EGC;2018;Qu'est-ce qu'un bon système d'apprentissage ? La réponse a évolué avec le temps. Et demain?;L'apprentissage automatique, pardon le « machine learning », a envahi la sphère médiatiquegrâce à des succès impressionnants comme la victoire d'une machine au Go, ou la promesse de véhicules autonomes arrivant très prochainement sur nos routes. De fait, tant l'exploitation des données massives que la production de code machine à partir de l'expérience de la machine plutôt que par des humains, met l'apprentissage automatique au coeur de l'intelligence artificielle. Très certainement cela signifie que nous savons répondre à la question « qu'est-ce qu'un bon système d'apprentissage ? » et qu'il ne nous reste plus qu'à en décliner la réponse pour obtenir des systèmes adaptés à chaque domaine applicatif. Pourtant, la réponse à cette question a profondément évolué au cours des 60 dernières années, au point que les publications sur l'apprentissage automatique d'il y a quelques décennies semblent venir d'une autre planète et ne sont d'ailleurs plus enseignés aux étudiants. Et ceci pas seulement parce que les connaissances passées seraient jugées obsolètes, mais parce qu'elles ne semblent pas pertinentes. Avons-nous donc raison ? Nos précurseurs avaient-ils tort ? Et nos successeurs nous citeront-ils dans leurs manuels ? Dans cette présentation, nous examinerons quelques moments clés de l'histoire de l'apprentissage automatique correspondant à des tournants dans la manière de considérer ce qu'est un bon système d'apprentissage. Et nous nous demanderons si nous vivons un autre moment charnière dans lequel changent notre perspective, la question que nous cherchons à résoudre dans nos recherches, les concepts manipulés et la manière d'écrire nos papiers.;Antoine Cornuéjols;http://editions-rnti.fr/render_pdf.php?p1&p=1002360;http://editions-rnti.fr/render_pdf.php?p=1002360;0;Paris;48.8589;2.3543
1316;Revue des Nouvelles Technologies de l'Information;EGC;2018;Recommendation-based Keyword Search over Relational Databases;Récemment, la recherche par mots-clés dans les bases de données relationnelles a suscité un intérêtgrandissant en raison de sa facilité d'utilisation. Bien que des recherches approfondies fussentdernièrement effectuées dans ce contexte, la plupart de ces recherches non seulement nécessitent unaccès préalable aux données, ce qui restreint leur applicabilité si cette condition n'est pas vérifiée,mais aussi renvoient des réponses très génériques. Cependant, fournir aux utilisateurs des réponsespersonnalisées est devenu plus que jamais nécessaire en raison de la surabondance de données quipeut déranger l'utilisateur. Le défi de retourner des réponses pertinentes et personnalisées qui satisfontles besoins des utilisateurs demeure. Inspiré par l'application réussie de la technique de filtragecollaboratif dans les systèmes de recommandation, nous proposons une nouvelle approche baséesur les mots-clés pour fournir aux utilisateurs des résultats personnalisés basés sur l'hypothèse queseulement une information sur le schéma de la base de données est disponible.;Haithem Ghorbel, Nouha Othman, Rim Faiz;http://editions-rnti.fr/render_pdf.php?p1&p=1002400;http://editions-rnti.fr/render_pdf.php?p=1002400;3;Paris;48.8590;2.3544
1317;Revue des Nouvelles Technologies de l'Information;EGC;2018;Reconnaissance et indexation automatique des registres de la chancellerie française (1300-1483);Les documents manuscrits sont parmi les témoins les plus importants de l'histoire européenne. Ces dernières années, d'importantes collections de manuscrits historiques ont été numérisées et mises à disposition du public et des chercheurs. Cependant, la richesse des informations qu'ils contiennent est encore largement inaccessible car seul les images et quelques méta-données sont disponibles. L'idéal pour les utilisateurs serait de pouvoir faire des recherches textuelles comme pour les livres imprimés modernes (https://books.google.fr/). Si les technologies d'analyse de documents historiques et de reconnaissance d'écriture manuscrite sont encore trop peu performantes pour permettre l'utilisation directe de la transcription brute, il est possible de mettre à la disposition des utilisateurs un moteur de recherche textuel basé sur une indexation automatique des images de documents manuscrits. Cette indexation se base sur une transcription automatique mais tire profit de la capacité de la machine à générer des hypothèses reconnaissance multiples et pondérées. Cette technologie a permis de rendre accessible pour la première fois à la recherchetextuelle les registres de la chancellerie royale française (1302 -1483), un des corpus de documents historiques les plus emblématiques pour la France, ouvrant ainsi la voie à de nouvelles méthodes de recherche en histoire : http://www.himanis.org/;Christopher Kermorvant;http://editions-rnti.fr/render_pdf.php?p1&p=1002364;http://editions-rnti.fr/render_pdf.php?p=1002364;0;Paris;48.8591;2.3545
1318;Revue des Nouvelles Technologies de l'Information;EGC;2018;Reframing for Non-Linear Dataset Shift;Les modèles de classification discriminante supposent que les données de formation et dedéploiement ont les mêmes distributions d'attributs de données. Ces modèles donnent des performancestrès variées lorsqu'ils sont déployés dans des conditions variées avec différentesdistributions de données. Ce phénomène est appelé Dataset Shift. Dans cet article, nous avonsfourni une méthode qui détermine d'abord s'il y a un changement significatif dans les distributionsd'attributs entre les ensembles de données d'apprentissage et de déploiement. S'ilexiste un changement dans les données, la méthode proposée utilise ensuite une approche deHill climbing pour cartographier ce décalage, quelle que soit sa nature, c'est-à-dire (linéaireou non linéaire) à l'équation pour la transformation quadratique. Les résultats expérimentauxsur trois jeux de données réels montrent de forts gains de performance obtenus par la méthodeproposée par rapport aux méthodes précédemment établies telles que le reconditionnement etle recadrage linéaire.;Md Shadman Rafid, Mohammad Mazedul Islam, Md Naimul Hoque, Chowdhury Farhan Ahmed;http://editions-rnti.fr/render_pdf.php?p1&p=1002375;http://editions-rnti.fr/render_pdf.php?p=1002375;2;Paris;48.8592;2.3546
1319;Revue des Nouvelles Technologies de l'Information;EGC;2018;Régression Laplacienne semi-supervisée pour la reconstitution des dates de pose des réseaux d'assainissement;La date de pose est souvent un facteur principal d'explication de la dégradationdes conduites d'assainissement. Pour les gestionnaires de ces réseaux,connaître cette information permet ainsi (par l'utilisation de modèles de détérioration)de prédire l'état de santé actuel des conduites non encore inspectées.Cette connaissance est primordiale pour prendre des décisions dans un contextede forte contrainte budgétaire. L'objectif est ainsi de reconstituer ces dates depose à partir des caractéristiques du patrimoine et de son environnement. Lesdonnées à manipuler présentent plusieurs niveaux de complexité importants.Leurs sources sont hétérogènes, leur volume est important et les informationssur leur étiquetage (dates) sont limitées : seulement 24 % du linéaire est connupour les réseaux d'assainissement de la métropole de Lyon. La base de donnéessous-jacente contient les caractéristiques connues des conduites (profil géométrique,matériau utilisé, etc.). Dans ce papier, nous proposons de mesurer l'effetet l'impact de quelques méthodes d'apprentissage statistique semi-supervisé, etde proposer ainsi une approche alternative adaptée à la reconstitution de ce typede données.;Vivien Kraus, Khalid Benabdeslem, Frederic Cherqui;http://editions-rnti.fr/render_pdf.php?p1&p=1002389;http://editions-rnti.fr/render_pdf.php?p=1002389;2;Paris;48.8593;2.3547
1320;Revue des Nouvelles Technologies de l'Information;EGC;2018;Réseau bayésien pour la gestion de l'obsolescence dans une base d'informations en vue de l'évaluation du risque de chute des personnes âgées;L'évaluation périodique du risque de chute des personnes âgéesrequiert des informations fiables et nombreuses. Comme il n'est pas possiblede recueillir régulièrement toutes ces informations, les observationssont faites au fil du temps et conservées, ce qui entraîne une problématiqueliée au vieillissement des informations. Cet article traite de la détectiondes informations obsolètes dans une base d'informations sur unepersonne âgée. Nous proposons une solution comportant un modèle deconnaissances sur les personnes âgées sous forme d'un réseau bayésien etun module de raisonnement chargé de la détection et de la gestion descontradictions et des doutes sur les informations.;Salma Chaieb, Véronique Delcroix, Ali Ben Mrad, Emmanuelle Grislin-Le Strugeon;http://editions-rnti.fr/render_pdf.php?p1&p=1002402;http://editions-rnti.fr/render_pdf.php?p=1002402;1;Paris;48.8594;2.3548
1321;Revue des Nouvelles Technologies de l'Information;EGC;2018;Savoir au dela de voir: vision artificielle et raisonnement logique;;Roberto Marroquin, Julien Dubois, Christophe Nicolle;http://editions-rnti.fr/render_pdf.php?p1&p=1002413;http://editions-rnti.fr/render_pdf.php?p=1002413;11;Paris;48.8595;2.3549
1322;Revue des Nouvelles Technologies de l'Information;EGC;2018;Sémantique des données d'observation en neuro-imagerie selon un point de vue réaliste;L'objectif de ce travail est de décrire avec une approche réaliste lasignification des données d'observation en neuro-imagerie sous un format formelpour faciliter leur interprétation par les cliniciens et leur réutilisation dansd'autres contextes.;Emna Amdouni, Bernard Gibaud;http://editions-rnti.fr/render_pdf.php?p1&p=1002399;http://editions-rnti.fr/render_pdf.php?p=1002399;1;Paris;48.8596;2.3550
1323;Revue des Nouvelles Technologies de l'Information;EGC;2018;Temporal hints in the cultural heritage discourse: what can an ontology of time as it is worded reveal?;Dans le champ des sciences patrimoniales, la dimension temporelle de l'information joueun rôle à l'évidence majeur tant pour l'interpréter et l'analyser que pour relier des faits isolés. Mais la façon dont cette dimension est verbalisée pose des problèmes de formalisation non triviaux. Pourtant, cette verbalisation, que l'on associe souvent au terme-chapeau d'incertitude, peut être lue en dissociant d'une part le caractère mal connu d'un fait documenté, irréductible, et les choix faits par le producteur de l'information pour la relativiser. Dans cette contribution nous proposons un modèle formel permettant d'observer et d'analyser de façon systématique cette couche de verbalisation. L'expérience est menée sur des données fortement hétérogènes, souvent d'origine citoyenne, documentant le petit patrimoine matériel et immatériel. Ce cas d'étude est donc limité, mais il apparait néanmoins comme portant une question de fond allant au-delà du cas d'espèce. La contribution détaille d'abord la grille d'analyse d'indices temporels proposée, puis relate l'expérimentation concrète associée (ontologie OWL). Il n'est pas fait état d'une quelconque prétention à un résultat généralisable stricto sensu, mais cette expérience peut contribuer à nourrir de façcon pragmatique un débat nécessaire sur la formalisation d'indices temporels dans les sciences historiques.;Gamze Saygi, Jean-Yves Blaise, Iwona Dudek;http://editions-rnti.fr/render_pdf.php?p1&p=1002370;http://editions-rnti.fr/render_pdf.php?p=1002370;7;Paris;48.8597;2.3551
1324;Revue des Nouvelles Technologies de l'Information;EGC;2018;Un modèle Bayésien de co-clustering de données mixtes;Nous proposons un modèle de co-clustering de données mixtes et uncritère Bayésien de sélection du meilleur modèle. Le modèle infère automatiquementles discrétisations optimales de toutes les variables et effectue un coclusteringen minimisant un critère Bayésien de sélection de modèle. Un avantagede cette approche est qu'elle ne nécessite aucun paramètre utilisateur. Deplus, le critère proposé mesure de façon exacte la qualité d'un modèle tout enétant régularisé. L'optimisation de ce critère permet donc d'améliorer continuellementles modèles trouvés sans pour autant sur-apprendre les données. Les expériencesréalisées sur des données réelles montrent l'intérêt de cette approchepour l'analyse exploratoire des grandes bases de données.;Aichetou Bouchareb, Marc Boullé, Fabrice Rossi, Fabrice Clérot;http://editions-rnti.fr/render_pdf.php?p1&p=1002388;http://editions-rnti.fr/render_pdf.php?p=1002388;2;Paris;48.8598;2.3552
1325;Revue des Nouvelles Technologies de l'Information;EGC;2018;Une approche sémantique hybride pour la recommandation des articles d'actualité à large échelle;Les portails d'actualités en ligne produisent un flux d'informationayant un volume et une vélocité importants. Dans ce contexte, il devient plusdifficile de proposer en temps réel des recommandations dynamiques adaptéesaux intérêts de chaque utilisateur. Dans cet article, nous présentons une approchehybride pour la recommandation des articles d'actualité reposant sur l'analysesémantique du contenu disponible. L'approche est basée sur l'hybridation deplusieurs approches personnalisées et non personnalisées pour remédier au problèmede démarrage à froid. L'expérimentation de notre approche dans un environnementà large échelle et à fortes contraintes temps réel dans le cadre duchallenge NEWSREEL a permis d'évaluer la qualité de ses recommandations etde confirmer l'apport de la sémantique dans le processus de recommandation.;Hemza Ficel, Mohamed Ramzi Haddad, Hajer Baazaoui Zghal;http://editions-rnti.fr/render_pdf.php?p1&p=1002392;http://editions-rnti.fr/render_pdf.php?p=1002392;3;Paris;48.8599;2.3553
